"pod","bodega","descricao","ano","region","tipo","uvas","falta_nota_cata","falta_card_criticos","nota_cata","card_criticos"
"POD006647","Château Mouton-Rothschild","","2009","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD006648","Château Mouton-Rothschild","","2010","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD004263","Château Mouton-Rothschild","","2015","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008399","Château Mouton-Rothschild","","2017","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008154","Château Palmer","","2016","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008382","Château Palmer","","2017","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013849","Château Pavie","","2014","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013850","Château Pavie","","2017","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013851","Château Pavie","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1049","Château Pavie","","2020","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1050","Château Pavie","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017952","Château Potensac","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD007939","Château Trotanoy","","2016","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008788","Château Trotanoy","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD010105","Clos Du Clocher","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD012440","Clos Du Clocher","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD016383","Clos Fourtet","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD016285","Clos Fourtet","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1051","Clos Fourtet","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD011855","Cos d´Estournel","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD007220","Cos d´Estournel","","2010","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008383","Cos d´Estournel","","2017","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD011819","Cos d´Estournel","","2009","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD010119","Cos d´Estournel","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD010656","Cos d´Estournel","","2020","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017993","Cos d´Estournel","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD006617","Domaine de Chevalier","","2015","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013564","Château Cheval Blanc","","2009","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017965","Domaine de Chevalier","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008777","Château Haut-Brion","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017837","Château Haut-Brion","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017957","Château Ducru-Beaucaillou","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD002407","Château La Mission Haut-Brion","","2013","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD004309","Château La Mission Haut-Brion","","2014","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD007209","Château La Mission Haut-Brion","","2016","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008353","Château La Mission Haut-Brion","","2017","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008745","Château La Mission Haut-Brion","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD010666","Château La Mission Haut-Brion","","2020","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD011791","Château La Mission Haut-Brion","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017976","Château Angélus","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD_TEMP_1052","Château Haut-Brion","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD009474","Château Haut-Brion","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD011803","Château Haut-Brion","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017989","Château Mouton-Rothschild","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013257","Le Pin","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013258","Le Pin","","2020","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD008655","Le Pin","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD013259","Le Pin","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD010108","Château Les Carmes Haut-Brion","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD012439","Château Les Carmes Haut-Brion","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017157","Château Latour","","2000","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD016294","Château Latour","","2015","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD009826","Château Latour","","2016","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD011800","Château Cos d´Estournel","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017959","Château Cos d´Estournel","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD016289","Château Angélus","","2018","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD010326","Château Lafite-Rothschild","","2019","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD011137","Château Lafite-Rothschild","","2020","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD016391","Château Léoville-Las Cases","","2009","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD009446","Château Lynch-Bages","","2010","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","sim","sim","",""
"POD017987","Château Margaux","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis fresco, violetas. Boca: tenso vibrante, taninos finos. Jovem top. Beba 2027-2040+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD011853","Pétrus","","2021","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas finas. Boca: denso vibrante. Jovem top. Beba 2028-2050+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018002","Vieux Château Certan","","2022","Burdeos","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Sauvignon"",""pct"":null,""confianza"":""alta""},{""nome"":""Merlot"",""pct"":null,""confianza"":""alta""},{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, violeta e mineral. Boca: denso cremoso, taninos elegantes. VCC top. Jovem top. Beba 2028-2045+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019656","Valentin Morel","","2023","Jura","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Poulsard"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: morango fresco, flores. Boca: leve vibrante, taninos finos. Jovem top. Beba agora-2028+. Harmonização: aperitivo ou carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018161","Domaine des Closiers","","2023","Loira","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Cabernet Franc"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas frescas. Boca: leve vibrante. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019291","Domaine de La Janasse","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""},{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Mourvèdre"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas, ervas e especiarias. Boca: fresco denso. La Janasse meia top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018165","Auguste Clape","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas escuras, especiarias. Boca: fresco denso. Cotes du Rhone top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019266","Georges Vernay","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas escuras, especiarias. Boca: fresco denso. St Agathe top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019292","Herve Souhaut","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas. Boca: vibrante mineral. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019293","Domaine de La Janasse","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""},{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Mourvèdre"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas, ervas e especiarias. Boca: fresco denso. La Janasse top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019325","Le Vieux Donjon","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""},{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Mourvèdre"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas. Boca: denso puro vibrante. Le Vieux Donjon top. Jovem top. Beba agora-2028+. Harmonização: carnes grelhadas.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019250","Clos du Mont-Olivet","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""},{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Mourvèdre"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: frutas vermelhas, especiarias. Boca: fresco equilibrado. Mont Olivet top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019253","Clos du Mont-Olivet","","2023","Ródano","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Garnacha"",""pct"":null,""confianza"":""alta""},{""nome"":""Syrah"",""pct"":null,""confianza"":""alta""},{""nome"":""Mourvèdre"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis mineral. Boca: denso cremoso. Chateauneuf du Pape Papet top. Jovem top. Beba agora-2030+. Harmonização: carne vermelha.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD017280","Cascina delle Rose","","2023","Piamonte","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, ervas e mineral. Boca: vibrante fresco. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018407","Cascina delle Rose","","2024","Piamonte","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis, rosas. Boca: vibrante mineral. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019754","Ferdinando Principiano","","2024","Piamonte","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis fresco, ervas. Boca: vibrante mineral. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018438","Trediberri","","2024","Piamonte","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nebbiolo"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cassis fresco. Boca: vibrante mineral. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD018797","Terre Nere","","2023","Sicilia","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Nerello Mascalese"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cereja, ervas. Boca: vibrante mineral. Santo Espirito top. Jovem top. Beba agora-2028+. Harmonização: carnes leves.|WA: N/A|JS: N/A|Peñín: N/A",""
"POD019758","Col d´Orcia","","2023","Toscana","{""codigo"":""TO"",""nombre"":""Tinto""}","[{""nome"":""Sangiovese"",""pct"":null,""confianza"":""alta""}]","nao","sim","Nariz: cereja, ervas. Boca: vibrante fresco. Rosso top. Jovem top. Beba agora-2028+. Harmonização: aperitivo.|WA: N/A|JS: N/A|Peñín: N/A",""
